disclosure_id,politician_name,chamber,ticker,transaction_type,transaction_date,disclosure_date,reporting_lag_days,amount_range,signal_confidence,horizon_days,stock_return,spy_return,alpha
3230,"David A Perdue , Jr",Senate,ORCL,SELL,2019-03-25,2019-03-25,3,"$1,001 - $15,000",50.8,180,-0.0225,-0.0791,0.0566
3231,"David A Perdue , Jr",Senate,GOOG,BUY,2019-03-25,2019-03-25,12,"$15,001 - $50,000",53.25,30,0.0528,0.0473,0.0055
3231,"David A Perdue , Jr",Senate,GOOG,BUY,2019-03-25,2019-03-25,12,"$15,001 - $50,000",53.25,90,-0.0596,0.0587,-0.1184
3231,"David A Perdue , Jr",Senate,GOOG,BUY,2019-03-25,2019-03-25,12,"$15,001 - $50,000",53.25,180,0.031,0.0791,-0.0482
3228,"David A Perdue , Jr",Senate,MSFT,SELL,2019-03-25,2019-03-25,26,"$1,001 - $15,000",50.8,30,-0.0625,-0.0473,-0.0152
3203,John Hoeven,Senate,PRNHX,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,30,0.0179,0.0386,-0.0207
3207,John Hoeven,Senate,MET,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,180,0.1665,0.0835,0.083
3208,John Hoeven,Senate,IVZ,BUY,2019-03-22,2019-03-22,8,"$50,001 - $100,000",57.5,30,0.1296,0.0386,0.091
3205,John Hoeven,Senate,FCNTX,BUY,2019-03-22,2019-03-22,18,"$50,001 - $100,000",57.5,90,0.0693,0.0595,0.0098
3208,John Hoeven,Senate,IVZ,BUY,2019-03-22,2019-03-22,8,"$50,001 - $100,000",57.5,90,0.1043,0.0595,0.0448
3208,John Hoeven,Senate,IVZ,BUY,2019-03-22,2019-03-22,8,"$50,001 - $100,000",57.5,180,-0.0804,0.0835,-0.1639
3203,John Hoeven,Senate,PRNHX,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,90,0.111,0.0595,0.0515
3203,John Hoeven,Senate,PRNHX,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,180,0.095,0.0835,0.0115
3209,John Hoeven,Senate,KDP,BUY,2019-03-22,2019-03-22,7,"$50,001 - $100,000",57.5,30,-0.0344,0.0386,-0.073
3209,John Hoeven,Senate,KDP,BUY,2019-03-22,2019-03-22,7,"$50,001 - $100,000",57.5,90,0.1216,0.0595,0.0621
3210,John Hoeven,Senate,CCI,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,180,0.1386,0.0835,0.0551
3210,John Hoeven,Senate,CCI,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,90,0.1002,0.0595,0.0407
3210,John Hoeven,Senate,CCI,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,30,-0.0229,0.0386,-0.0615
3209,John Hoeven,Senate,KDP,BUY,2019-03-22,2019-03-22,7,"$50,001 - $100,000",57.5,180,0.0193,0.0835,-0.0642
3206,John Hoeven,Senate,TGT,BUY,2019-03-22,2019-03-22,18,"$50,001 - $100,000",57.5,30,0.0631,0.0386,0.0245
3205,John Hoeven,Senate,FCNTX,BUY,2019-03-22,2019-03-22,18,"$50,001 - $100,000",57.5,180,0.058,0.0835,-0.0255
3207,John Hoeven,Senate,MET,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,90,0.1921,0.0595,0.1326
3200,Sheldon Whitehouse,Senate,BIIB,SELL,2019-03-22,2019-03-22,33,"$1,001 - $15,000",50.8,180,-0.0852,-0.0835,-0.0017
3204,John Hoeven,Senate,FLMVX,BUY,2019-03-22,2019-03-22,11,"$50,001 - $100,000",57.5,90,0.049,0.0595,-0.0105
3204,John Hoeven,Senate,FLMVX,BUY,2019-03-22,2019-03-22,11,"$50,001 - $100,000",57.5,180,0.0627,0.0835,-0.0208
3205,John Hoeven,Senate,FCNTX,BUY,2019-03-22,2019-03-22,18,"$50,001 - $100,000",57.5,30,0.0282,0.0386,-0.0104
3200,Sheldon Whitehouse,Senate,BIIB,SELL,2019-03-22,2019-03-22,33,"$1,001 - $15,000",50.8,30,-0.0447,-0.0386,-0.0061
3200,Sheldon Whitehouse,Senate,BIIB,SELL,2019-03-22,2019-03-22,33,"$1,001 - $15,000",50.8,90,-0.0843,-0.0595,-0.0248
3206,John Hoeven,Senate,TGT,BUY,2019-03-22,2019-03-22,18,"$50,001 - $100,000",57.5,180,0.3887,0.0835,0.3052
3207,John Hoeven,Senate,MET,BUY,2019-03-22,2019-03-22,4,"$50,001 - $100,000",57.5,30,0.0845,0.0386,0.0459
3204,John Hoeven,Senate,FLMVX,BUY,2019-03-22,2019-03-22,11,"$50,001 - $100,000",57.5,30,0.0422,0.0386,0.0037
3206,John Hoeven,Senate,TGT,BUY,2019-03-22,2019-03-22,18,"$50,001 - $100,000",57.5,90,0.1107,0.0595,0.0512
3232,"David A Perdue , Jr",Senate,IBM,SELL,2019-03-21,2019-03-21,6,"$15,001 - $50,000",53.25,30,0.0078,-0.0186,0.0264
3232,"David A Perdue , Jr",Senate,IBM,SELL,2019-03-21,2019-03-21,6,"$15,001 - $50,000",53.25,90,0.0193,-0.0293,0.0486
3232,"David A Perdue , Jr",Senate,IBM,SELL,2019-03-21,2019-03-21,6,"$15,001 - $50,000",53.25,180,-0.0293,-0.062,0.0327
3235,"David A Perdue , Jr",Senate,BWXT,SELL,2019-03-19,2019-03-19,13,"$1,001 - $15,000",50.8,90,0.0013,-0.0247,0.026
3236,"David A Perdue , Jr",Senate,MPLX,BUY,2019-03-19,2019-03-19,27,"$1,001 - $15,000",50.8,30,-0.062,0.027,-0.089
3235,"David A Perdue , Jr",Senate,BWXT,SELL,2019-03-19,2019-03-19,13,"$1,001 - $15,000",50.8,180,-0.2039,-0.0714,-0.1325
3233,"David A Perdue , Jr",Senate,BWXT,SELL,2019-03-19,2019-03-19,6,"$1,001 - $15,000",50.8,30,-0.0378,-0.027,-0.0108
3233,"David A Perdue , Jr",Senate,BWXT,SELL,2019-03-19,2019-03-19,6,"$1,001 - $15,000",50.8,90,0.0013,-0.0247,0.026
3233,"David A Perdue , Jr",Senate,BWXT,SELL,2019-03-19,2019-03-19,6,"$1,001 - $15,000",50.8,180,-0.2039,-0.0714,-0.1325
3234,"David A Perdue , Jr",Senate,ET,BUY,2019-03-19,2019-03-19,3,"$1,001 - $15,000",50.8,30,-0.0091,0.027,-0.0361
3234,"David A Perdue , Jr",Senate,ET,BUY,2019-03-19,2019-03-19,3,"$1,001 - $15,000",50.8,90,-0.0691,0.0247,-0.0937
3234,"David A Perdue , Jr",Senate,ET,BUY,2019-03-19,2019-03-19,3,"$1,001 - $15,000",50.8,180,-0.0519,0.0714,-0.1233
3235,"David A Perdue , Jr",Senate,BWXT,SELL,2019-03-19,2019-03-19,13,"$1,001 - $15,000",50.8,30,-0.0378,-0.027,-0.0108
3236,"David A Perdue , Jr",Senate,MPLX,BUY,2019-03-19,2019-03-19,27,"$1,001 - $15,000",50.8,90,-0.0563,0.0247,-0.081
3236,"David A Perdue , Jr",Senate,MPLX,BUY,2019-03-19,2019-03-19,27,"$1,001 - $15,000",50.8,180,-0.1041,0.0714,-0.1755
3246,Daniel S Sullivan,Senate,RPM,SELL,2019-03-19,2019-03-19,30,"$50,001 - $100,000",57.5,30,-0.0719,-0.027,-0.0449
3246,Daniel S Sullivan,Senate,RPM,SELL,2019-03-19,2019-03-19,30,"$50,001 - $100,000",57.5,90,-0.0492,-0.0247,-0.0246
3246,Daniel S Sullivan,Senate,RPM,SELL,2019-03-19,2019-03-19,30,"$50,001 - $100,000",57.5,180,-0.2163,-0.0714,-0.1449
3237,"David A Perdue , Jr",Senate,TRGP,BUY,2019-03-18,2019-03-18,14,"$1,001 - $15,000",50.8,180,0.0249,0.0716,-0.0467
3238,"David A Perdue , Jr",Senate,WES,BUY,2019-03-18,2019-03-18,3,"$1,001 - $15,000",50.8,180,-0.1764,0.0716,-0.248
3238,"David A Perdue , Jr",Senate,WES,BUY,2019-03-18,2019-03-18,3,"$1,001 - $15,000",50.8,90,-0.0768,0.0245,-0.1013
3238,"David A Perdue , Jr",Senate,WES,BUY,2019-03-18,2019-03-18,3,"$1,001 - $15,000",50.8,30,0.0436,0.0252,0.0184
3237,"David A Perdue , Jr",Senate,TRGP,BUY,2019-03-18,2019-03-18,14,"$1,001 - $15,000",50.8,90,-0.082,0.0245,-0.1065
3237,"David A Perdue , Jr",Senate,TRGP,BUY,2019-03-18,2019-03-18,14,"$1,001 - $15,000",50.8,30,-0.0339,0.0252,-0.0591
3199,Sheldon Whitehouse,Senate,BA,SELL,2019-03-15,2019-03-15,5,"$1,001 - $15,000",50.8,180,-0.0226,-0.0725,0.05
3199,Sheldon Whitehouse,Senate,BA,SELL,2019-03-15,2019-03-15,5,"$1,001 - $15,000",50.8,30,-0.0017,-0.0315,0.0297
3201,Sheldon Whitehouse,Senate,BA,SELL,2019-03-15,2019-03-15,5,"$15,001 - $50,000",53.25,30,-0.0017,-0.0315,0.0297
3199,Sheldon Whitehouse,Senate,BA,SELL,2019-03-15,2019-03-15,5,"$1,001 - $15,000",50.8,90,0.0742,-0.0294,0.1036
3201,Sheldon Whitehouse,Senate,BA,SELL,2019-03-15,2019-03-15,5,"$15,001 - $50,000",53.25,180,-0.0226,-0.0725,0.05
3201,Sheldon Whitehouse,Senate,BA,SELL,2019-03-15,2019-03-15,5,"$15,001 - $50,000",53.25,90,0.0742,-0.0294,0.1036
3239,"David A Perdue , Jr",Senate,FDC,SELL,2019-03-13,2019-03-13,11,"$1,001 - $15,000",50.8,0,,,
3175,Shelley M Capito,Senate,GDDY,SELL,2019-03-11,2019-03-11,10,"$1,001 - $15,000",50.8,180,0.1311,-0.0804,0.2115
3154,Shelley M Capito,Senate,RDS-B,SELL,2019-03-11,2019-03-11,18,"$1,001 - $15,000",50.8,0,,,
3150,Shelley M Capito,Senate,V,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,30,-0.0524,-0.0399,-0.0124
3150,Shelley M Capito,Senate,V,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,90,-0.1304,-0.0376,-0.0927
3150,Shelley M Capito,Senate,V,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,180,-0.2364,-0.0804,-0.1561
3151,Shelley M Capito,Senate,TSM,SELL,2019-03-11,2019-03-11,2,"$1,001 - $15,000",50.8,30,-0.0965,-0.0399,-0.0566
3151,Shelley M Capito,Senate,TSM,SELL,2019-03-11,2019-03-11,2,"$1,001 - $15,000",50.8,90,-0.0047,-0.0376,0.033
3151,Shelley M Capito,Senate,TSM,SELL,2019-03-11,2019-03-11,2,"$1,001 - $15,000",50.8,180,-0.168,-0.0804,-0.0876
3152,Shelley M Capito,Senate,SFTBY,SELL,2019-03-11,2019-03-11,29,"$1,001 - $15,000",50.8,30,-0.0309,-0.0399,0.009
3196,Shelley M Capito,Senate,ATVI,SELL,2019-03-11,2019-03-11,29,"$1,001 - $15,000",50.8,0,,,
3152,Shelley M Capito,Senate,SFTBY,SELL,2019-03-11,2019-03-11,29,"$1,001 - $15,000",50.8,90,0.032,-0.0376,0.0696
3152,Shelley M Capito,Senate,SFTBY,SELL,2019-03-11,2019-03-11,29,"$1,001 - $15,000",50.8,180,0.1026,-0.0804,0.1829
3153,Shelley M Capito,Senate,SRE,SELL,2019-03-11,2019-03-11,8,"$1,001 - $15,000",50.8,30,-0.0425,-0.0399,-0.0026
3153,Shelley M Capito,Senate,SRE,SELL,2019-03-11,2019-03-11,8,"$1,001 - $15,000",50.8,90,-0.1002,-0.0376,-0.0626
3153,Shelley M Capito,Senate,SRE,SELL,2019-03-11,2019-03-11,8,"$1,001 - $15,000",50.8,180,-0.1699,-0.0804,-0.0895
3155,Shelley M Capito,Senate,SLB,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,30,-0.0825,-0.0399,-0.0425
3155,Shelley M Capito,Senate,SLB,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,90,0.1419,-0.0376,0.1795
3155,Shelley M Capito,Senate,SLB,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,180,0.1627,-0.0804,0.2431
3156,Shelley M Capito,Senate,RBGLY,SELL,2019-03-11,2019-03-11,14,"$1,001 - $15,000",50.8,30,0.0276,-0.0399,0.0675
3156,Shelley M Capito,Senate,RBGLY,SELL,2019-03-11,2019-03-11,14,"$1,001 - $15,000",50.8,90,-0.0187,-0.0376,0.0189
3156,Shelley M Capito,Senate,RBGLY,SELL,2019-03-11,2019-03-11,14,"$1,001 - $15,000",50.8,180,-0.0032,-0.0804,0.0772
3157,Shelley M Capito,Senate,PM,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,30,0.0274,-0.0399,0.0673
3157,Shelley M Capito,Senate,PM,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,90,0.113,-0.0376,0.1506
3157,Shelley M Capito,Senate,PM,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,180,0.1595,-0.0804,0.2398
3159,Shelley M Capito,Senate,AVGO,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,30,-0.1531,-0.0399,-0.1132
3159,Shelley M Capito,Senate,AVGO,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,90,-0.0307,-0.0376,0.0069
3159,Shelley M Capito,Senate,AVGO,SELL,2019-03-11,2019-03-11,9,"$1,001 - $15,000",50.8,180,-0.1051,-0.0804,-0.0247
3160,Shelley M Capito,Senate,LRLCY,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,30,-0.0661,-0.0399,-0.0262
3160,Shelley M Capito,Senate,LRLCY,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,90,-0.0982,-0.0376,-0.0606
3160,Shelley M Capito,Senate,LRLCY,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,180,-0.0967,-0.0804,-0.0163
3161,Shelley M Capito,Senate,NVO,SELL,2019-03-11,2019-03-11,11,"$1,001 - $15,000",50.8,30,-0.0441,-0.0399,-0.0042
3161,Shelley M Capito,Senate,NVO,SELL,2019-03-11,2019-03-11,11,"$1,001 - $15,000",50.8,90,-0.007,-0.0376,0.0306
3161,Shelley M Capito,Senate,NVO,SELL,2019-03-11,2019-03-11,11,"$1,001 - $15,000",50.8,180,-0.0823,-0.0804,-0.0019
3162,Shelley M Capito,Senate,MRAAY,SELL,2019-03-11,2019-03-11,11,"$1,001 - $15,000",50.8,30,-0.018,-0.0399,0.0219
3162,Shelley M Capito,Senate,MRAAY,SELL,2019-03-11,2019-03-11,11,"$1,001 - $15,000",50.8,90,0.2026,-0.0376,0.2402
3162,Shelley M Capito,Senate,MRAAY,SELL,2019-03-11,2019-03-11,11,"$1,001 - $15,000",50.8,180,0.1386,-0.0804,0.2189
3163,Shelley M Capito,Senate,NSRGY,SELL,2019-03-11,2019-03-11,13,"$1,001 - $15,000",50.8,30,-0.0488,-0.0399,-0.0089
3163,Shelley M Capito,Senate,NSRGY,SELL,2019-03-11,2019-03-11,13,"$1,001 - $15,000",50.8,90,-0.1118,-0.0376,-0.0741
3163,Shelley M Capito,Senate,NSRGY,SELL,2019-03-11,2019-03-11,13,"$1,001 - $15,000",50.8,180,-0.244,-0.0804,-0.1637
3164,Shelley M Capito,Senate,NPSNY,SELL,2019-03-11,2019-03-11,22,"$1,001 - $15,000",50.8,30,-0.1672,-0.0399,-0.1272
3164,Shelley M Capito,Senate,NPSNY,SELL,2019-03-11,2019-03-11,22,"$1,001 - $15,000",50.8,90,-0.0333,-0.0376,0.0043
3164,Shelley M Capito,Senate,NPSNY,SELL,2019-03-11,2019-03-11,22,"$1,001 - $15,000",50.8,180,-0.0796,-0.0804,0.0007
3165,Shelley M Capito,Senate,JPM,SELL,2019-03-11,2019-03-11,4,"$1,001 - $15,000",50.8,30,-0.0172,-0.0399,0.0227
3165,Shelley M Capito,Senate,JPM,SELL,2019-03-11,2019-03-11,4,"$1,001 - $15,000",50.8,90,-0.0541,-0.0376,-0.0165
3165,Shelley M Capito,Senate,JPM,SELL,2019-03-11,2019-03-11,4,"$1,001 - $15,000",50.8,180,-0.0951,-0.0804,-0.0147
3166,Shelley M Capito,Senate,MCO,SELL,2019-03-11,2019-03-11,21,"$1,001 - $15,000",50.8,30,-0.0801,-0.0399,-0.0402
3166,Shelley M Capito,Senate,MCO,SELL,2019-03-11,2019-03-11,21,"$1,001 - $15,000",50.8,90,-0.11,-0.0376,-0.0724
3166,Shelley M Capito,Senate,MCO,SELL,2019-03-11,2019-03-11,21,"$1,001 - $15,000",50.8,180,-0.2921,-0.0804,-0.2117
3167,Shelley M Capito,Senate,MDLZ,SELL,2019-03-11,2019-03-11,3,"$1,001 - $15,000",50.8,30,-0.0603,-0.0399,-0.0204
3167,Shelley M Capito,Senate,MDLZ,SELL,2019-03-11,2019-03-11,3,"$1,001 - $15,000",50.8,90,-0.1525,-0.0376,-0.1148
3167,Shelley M Capito,Senate,MDLZ,SELL,2019-03-11,2019-03-11,3,"$1,001 - $15,000",50.8,180,-0.214,-0.0804,-0.1336
3168,Shelley M Capito,Senate,MSFT,SELL,2019-03-11,2019-03-11,17,"$1,001 - $15,000",50.8,30,-0.0652,-0.0399,-0.0253
3168,Shelley M Capito,Senate,MSFT,SELL,2019-03-11,2019-03-11,17,"$1,001 - $15,000",50.8,90,-0.1689,-0.0376,-0.1313
3168,Shelley M Capito,Senate,MSFT,SELL,2019-03-11,2019-03-11,17,"$1,001 - $15,000",50.8,180,-0.2415,-0.0804,-0.1611
3169,Shelley M Capito,Senate,LVS,SELL,2019-03-11,2019-03-11,18,"$1,001 - $15,000",50.8,30,-0.109,-0.0399,-0.069
3169,Shelley M Capito,Senate,LVS,SELL,2019-03-11,2019-03-11,18,"$1,001 - $15,000",50.8,90,0.0556,-0.0376,0.0932
3169,Shelley M Capito,Senate,LVS,SELL,2019-03-11,2019-03-11,18,"$1,001 - $15,000",50.8,180,0.0408,-0.0804,0.1211
3170,Shelley M Capito,Senate,KYCCF,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,30,-0.0566,-0.0399,-0.0167
3170,Shelley M Capito,Senate,KYCCF,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,90,0.0515,-0.0376,0.0891
3170,Shelley M Capito,Senate,KYCCF,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,180,-0.0029,-0.0804,0.0775
3171,Shelley M Capito,Senate,ICE,SELL,2019-03-11,2019-03-11,6,"$1,001 - $15,000",50.8,30,-0.0632,-0.0399,-0.0233
3171,Shelley M Capito,Senate,ICE,SELL,2019-03-11,2019-03-11,6,"$1,001 - $15,000",50.8,90,-0.1812,-0.0376,-0.1436
3171,Shelley M Capito,Senate,ICE,SELL,2019-03-11,2019-03-11,6,"$1,001 - $15,000",50.8,180,-0.317,-0.0804,-0.2367
3172,Shelley M Capito,Senate,INTC,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,30,-0.045,-0.0399,-0.005
3172,Shelley M Capito,Senate,INTC,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,90,0.1319,-0.0376,0.1696
3172,Shelley M Capito,Senate,INTC,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,180,0.0332,-0.0804,0.1136
3173,Shelley M Capito,Senate,SAFRY,SELL,2019-03-11,2019-03-11,12,"$1,001 - $15,000",50.8,30,-0.029,-0.0399,0.0109
3173,Shelley M Capito,Senate,SAFRY,SELL,2019-03-11,2019-03-11,12,"$1,001 - $15,000",50.8,90,-0.0634,-0.0376,-0.0258
3173,Shelley M Capito,Senate,SAFRY,SELL,2019-03-11,2019-03-11,12,"$1,001 - $15,000",50.8,180,-0.2054,-0.0804,-0.1251
3174,Shelley M Capito,Senate,HLT,SELL,2019-03-11,2019-03-11,19,"$1,001 - $15,000",50.8,30,-0.0627,-0.0399,-0.0227
3174,Shelley M Capito,Senate,HLT,SELL,2019-03-11,2019-03-11,19,"$1,001 - $15,000",50.8,90,-0.1191,-0.0376,-0.0814
3174,Shelley M Capito,Senate,HLT,SELL,2019-03-11,2019-03-11,19,"$1,001 - $15,000",50.8,180,-0.1358,-0.0804,-0.0554
3175,Shelley M Capito,Senate,GDDY,SELL,2019-03-11,2019-03-11,10,"$1,001 - $15,000",50.8,30,-0.0226,-0.0399,0.0173
3175,Shelley M Capito,Senate,GDDY,SELL,2019-03-11,2019-03-11,10,"$1,001 - $15,000",50.8,90,0.0144,-0.0376,0.052
3176,Shelley M Capito,Senate,GILD,SELL,2019-03-11,2019-03-11,1,"$1,001 - $15,000",50.8,30,-0.0577,-0.0399,-0.0178
3176,Shelley M Capito,Senate,GILD,SELL,2019-03-11,2019-03-11,1,"$1,001 - $15,000",50.8,90,-0.0255,-0.0376,0.0121
3176,Shelley M Capito,Senate,GILD,SELL,2019-03-11,2019-03-11,1,"$1,001 - $15,000",50.8,180,-0.0269,-0.0804,0.0535
3177,Shelley M Capito,Senate,ESLOY,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,30,0.0665,-0.0399,0.1064
3177,Shelley M Capito,Senate,ESLOY,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,90,-0.0584,-0.0376,-0.0208
3177,Shelley M Capito,Senate,ESLOY,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,180,-0.3013,-0.0804,-0.221
3178,Shelley M Capito,Senate,ENB,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,30,-0.0077,-0.0399,0.0323
3178,Shelley M Capito,Senate,ENB,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,90,0.0123,-0.0376,0.05
3178,Shelley M Capito,Senate,ENB,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,180,0.0291,-0.0804,0.1095
3179,Shelley M Capito,Senate,DEO,SELL,2019-03-11,2019-03-11,16,"$1,001 - $15,000",50.8,30,-0.0165,-0.0399,0.0235
3179,Shelley M Capito,Senate,DEO,SELL,2019-03-11,2019-03-11,16,"$1,001 - $15,000",50.8,90,-0.082,-0.0376,-0.0444
3179,Shelley M Capito,Senate,DEO,SELL,2019-03-11,2019-03-11,16,"$1,001 - $15,000",50.8,180,-0.074,-0.0804,0.0064
3180,Shelley M Capito,Senate,DE,SELL,2019-03-11,2019-03-11,17,"$1,001 - $15,000",50.8,30,0.0064,-0.0399,0.0463
3180,Shelley M Capito,Senate,DE,SELL,2019-03-11,2019-03-11,17,"$1,001 - $15,000",50.8,90,0.0685,-0.0376,0.1062
3180,Shelley M Capito,Senate,DE,SELL,2019-03-11,2019-03-11,17,"$1,001 - $15,000",50.8,180,0.0151,-0.0804,0.0955
3181,Shelley M Capito,Senate,DHR,SELL,2019-03-11,2019-03-11,13,"$1,001 - $15,000",50.8,30,-0.0423,-0.0399,-0.0024
3181,Shelley M Capito,Senate,DHR,SELL,2019-03-11,2019-03-11,13,"$1,001 - $15,000",50.8,90,-0.09,-0.0376,-0.0524
3181,Shelley M Capito,Senate,DHR,SELL,2019-03-11,2019-03-11,13,"$1,001 - $15,000",50.8,180,-0.1454,-0.0804,-0.065
3182,Shelley M Capito,Senate,CCI,SELL,2019-03-11,2019-03-11,21,"$1,001 - $15,000",50.8,30,-0.0639,-0.0399,-0.024
3182,Shelley M Capito,Senate,CCI,SELL,2019-03-11,2019-03-11,21,"$1,001 - $15,000",50.8,90,-0.1045,-0.0376,-0.0669
3182,Shelley M Capito,Senate,CCI,SELL,2019-03-11,2019-03-11,21,"$1,001 - $15,000",50.8,180,-0.2062,-0.0804,-0.1258
3183,Shelley M Capito,Senate,CVX,SELL,2019-03-11,2019-03-11,22,"$1,001 - $15,000",50.8,30,-0.0151,-0.0399,0.0248
3183,Shelley M Capito,Senate,CVX,SELL,2019-03-11,2019-03-11,22,"$1,001 - $15,000",50.8,90,0.0076,-0.0376,0.0453
3183,Shelley M Capito,Senate,CVX,SELL,2019-03-11,2019-03-11,22,"$1,001 - $15,000",50.8,180,0.024,-0.0804,0.1044
3184,Shelley M Capito,Senate,CABGY,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,30,-0.0616,-0.0399,-0.0217
3184,Shelley M Capito,Senate,CABGY,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,90,-0.1224,-0.0376,-0.0848
3184,Shelley M Capito,Senate,CABGY,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,180,-0.2515,-0.0804,-0.1711
3185,Shelley M Capito,Senate,CSX,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,30,-0.0291,-0.0399,0.0109
3185,Shelley M Capito,Senate,CSX,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,90,-0.0737,-0.0376,-0.036
3185,Shelley M Capito,Senate,CSX,SELL,2019-03-11,2019-03-11,5,"$1,001 - $15,000",50.8,180,0.068,-0.0804,0.1484
3186,Shelley M Capito,Senate,CME,SELL,2019-03-11,2019-03-11,10,"$1,001 - $15,000",50.8,30,0.0044,-0.0399,0.0444
3186,Shelley M Capito,Senate,CME,SELL,2019-03-11,2019-03-11,10,"$1,001 - $15,000",50.8,90,-0.1876,-0.0376,-0.15
3186,Shelley M Capito,Senate,CME,SELL,2019-03-11,2019-03-11,10,"$1,001 - $15,000",50.8,180,-0.3108,-0.0804,-0.2304
3188,Shelley M Capito,Senate,ASML,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,30,-0.1033,-0.0399,-0.0633
3188,Shelley M Capito,Senate,ASML,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,90,-0.0985,-0.0376,-0.0608
3188,Shelley M Capito,Senate,ASML,SELL,2019-03-11,2019-03-11,7,"$1,001 - $15,000",50.8,180,-0.3328,-0.0804,-0.2524
3189,Shelley M Capito,Senate,AZN,SELL,2019-03-11,2019-03-11,60,"$1,001 - $15,000",50.8,30,0.0391,-0.0399,0.079
3189,Shelley M Capito,Senate,AZN,SELL,2019-03-11,2019-03-11,60,"$1,001 - $15,000",50.8,90,0.0751,-0.0376,0.1128
3189,Shelley M Capito,Senate,AZN,SELL,2019-03-11,2019-03-11,60,"$1,001 - $15,000",50.8,180,-0.0714,-0.0804,0.009
3190,Shelley M Capito,Senate,AHKSY,SELL,2019-03-11,2019-03-11,28,"$1,001 - $15,000",50.8,30,0.059,-0.0399,0.0989
3190,Shelley M Capito,Senate,AHKSY,SELL,2019-03-11,2019-03-11,28,"$1,001 - $15,000",50.8,90,0.0369,-0.0376,0.0746
3190,Shelley M Capito,Senate,AHKSY,SELL,2019-03-11,2019-03-11,28,"$1,001 - $15,000",50.8,180,0.1739,-0.0804,0.2542
3191,Shelley M Capito,Senate,AAPL,SELL,2019-03-11,2019-03-11,6,"$1,001 - $15,000",50.8,30,-0.1214,-0.0399,-0.0815
3191,Shelley M Capito,Senate,AAPL,SELL,2019-03-11,2019-03-11,6,"$1,001 - $15,000",50.8,90,-0.067,-0.0376,-0.0293
3191,Shelley M Capito,Senate,AAPL,SELL,2019-03-11,2019-03-11,6,"$1,001 - $15,000",50.8,180,-0.2012,-0.0804,-0.1208
3192,Shelley M Capito,Senate,AMT,SELL,2019-03-11,2019-03-11,4,"$1,001 - $15,000",50.8,30,-0.0668,-0.0399,-0.0268
3192,Shelley M Capito,Senate,AMT,SELL,2019-03-11,2019-03-11,4,"$1,001 - $15,000",50.8,90,-0.1527,-0.0376,-0.1151
