disclosure_id,politician_name,chamber,ticker,transaction_type,transaction_date,disclosure_date,reporting_lag_days,amount_range,signal_confidence,horizon_days,stock_return,spy_return,alpha
134,James A. Himes,House,BAC,BUY,2026-07-20,2026-07-20,5,"$1,001 - $15,000",50.8,0,,,
297,William R. Timmons,House,SPCX,BUY,2026-07-19,2026-07-19,10,"$1,001 - $15,000",50.8,0,,,
180,Laurel Lee,House,GE,BUY,2026-07-19,2026-07-19,18,"$1,001 - $15,000",50.8,0,,,
298,William R. Timmons,House,SPCX,BUY,2026-07-19,2026-07-19,15,"$1,001 - $15,000",50.8,0,,,
241,Dan Newhouse,House,FIS,BUY,2026-07-17,2026-07-17,21,"$1,001 - $15,000",50.8,0,,,
132,Kevin Hern,House,XOM,BUY,2026-07-16,2026-07-16,30,"$1,001 - $15,000",50.8,0,,,
49,Daniel Crenshaw,House,USOU,BUY,2026-07-16,2026-07-16,9,"$1,001 - $15,000",50.8,0,,,
97,Cleo Fields,House,NVDA,BUY,2026-07-16,2026-07-16,3,"$1,001 - $15,000",50.8,0,,,
8,Richard W. Allen,House,L,BUY,2026-07-15,2026-07-15,17,"$1,001 - $15,000",50.8,0,,,
83,Byron Donalds,House,CDNS,BUY,2026-07-15,2026-07-15,25,"$1,001 - $15,000",50.8,0,,,
142,Jonathan Jackson,House,SPHR,BUY,2026-07-15,2026-07-15,2,"$1,001 - $15,000",50.8,0,,,
69,Debbie Dingell,House,HON,BUY,2026-07-15,2026-07-15,2,"$1,001 - $15,000",50.8,0,,,
155,Thomas H. Kean,House,EQT,BUY,2026-07-15,2026-07-15,18,"$1,001 - $15,000",50.8,0,,,
306,Debbie Wasserman Schultz,House,ICHR,BUY,2026-07-14,2026-07-14,16,"$1,001 - $15,000",50.8,0,,,
38,Katherine M. Clark,House,AK,BUY,2026-07-14,2026-07-14,9,"$1,001 - $15,000",50.8,0,,,
176,Rick Larsen,House,ABT,BUY,2026-07-12,2026-07-12,1,"$1,001 - $15,000",50.8,0,,,
144,John James,House,SPCX,BUY,2026-07-12,2026-07-12,3,"$1,001 - $15,000",50.8,0,,,
107,Virginia Foxx,House,ARLP,BUY,2026-07-10,2026-07-10,14,"$1,001 - $15,000",50.8,0,,,
311,Robert J. Wittman,House,CCI,BUY,2026-07-10,2026-07-10,44,"$1,001 - $15,000",50.8,0,,,
200,Richard Dean Dr McCormick,House,ABT,BUY,2026-07-09,2026-07-09,7,"$1,001 - $15,000",50.8,0,,,
223,Tim Moore,House,DASH,BUY,2026-07-09,2026-07-09,8,"$1,001 - $15,000",50.8,0,,,
204,John McGuire,House,SPCX,BUY,2026-07-08,2026-07-08,43,"$1,001 - $15,000",50.8,0,,,
182,Susie Lee,House,FLL,BUY,2026-07-08,2026-07-08,6,"$1,001 - $15,000",50.8,0,,,
299,Ritchie John Torres,House,MCK,BUY,2026-07-08,2026-07-08,13,"$1,001 - $15,000",50.8,0,,,
57,April McClain Delaney,House,ENTG,BUY,2026-07-07,2026-07-07,6,"$1,001 - $15,000",50.8,0,,,
117,Josh Gottheimer,House,BKNG,BUY,2026-07-07,2026-07-07,15,"$1,001 - $15,000",50.8,0,,,
269,Maria Elvira Salazar,House,BEP,BUY,2026-07-07,2026-07-07,42,"$1,001 - $15,000",50.8,0,,,
13,Nicholas Begich,House,E,BUY,2026-07-07,2026-07-07,30,"$1,001 - $15,000",50.8,0,,,
76,Lloyd Doggett,House,PPG,BUY,2026-07-06,2026-07-06,1,"$1,001 - $15,000",50.8,0,,,
37,Gilbert Cisneros,House,GIS,BUY,2026-07-02,2026-07-02,5,"$1,001 - $15,000",50.8,0,,,
210,Daniel Meuser,House,NVDA,BUY,2026-07-02,2026-07-02,4,"$1,001 - $15,000",50.8,0,,,
18,Donald Sternoff Beyer,House,L,BUY,2026-07-01,2026-07-01,9,"$1,001 - $15,000",50.8,0,,,
296,David J. Taylor,House,IBP,BUY,2026-07-01,2026-07-01,5,"$1,001 - $15,000",50.8,0,,,
281,Greg Stanton,House,TCNNF,BUY,2026-06-26,2026-06-26,14,"$1,001 - $15,000",50.8,0,,,
96,Cleo Fields,House,MSFT,BUY,2026-06-26,2026-06-26,20,"$1,001 - $15,000",50.8,0,,,
88,Dwight Evans,House,INTC,BUY,2026-06-24,2026-06-24,4,"$1,001 - $15,000",50.8,0,,,
243,Nancy Pelosi,House,INTC,BUY,2026-06-23,2026-06-23,5,"$1,001 - $15,000",50.8,30,-0.2423,0.0063,-0.2486
239,Jared Moskowitz,House,COR,BUY,2026-06-19,2026-06-19,7,"$1,001 - $15,000",50.8,30,0.108,0.0041,0.1039
154,Thomas H. Kean,House,CHKP,BUY,2026-06-18,2026-06-18,22,"$1,001 - $15,000",50.8,30,0.1207,-0.0046,0.1254
47,Steve Cohen,House,L,BUY,2026-06-17,2026-06-17,12,"$1,001 - $15,000",50.8,30,0.0629,0.0057,0.0571
301,Matthew Robert Van Epps,House,GE,BUY,2026-06-17,2026-06-17,11,"$1,001 - $15,000",50.8,30,-0.0217,0.0057,-0.0275
7,Richard W. Allen,House,W,BUY,2026-06-16,2026-06-16,7,"$1,001 - $15,000",50.8,30,0.1,0.0031,0.097
141,Jonathan Jackson,House,MSFT,BUY,2026-06-16,2026-06-16,5,"$1,001 - $15,000",50.8,30,0.0185,0.0031,0.0154
12,Nicholas Begich,House,HN,BUY,2026-06-12,2026-06-12,14,"$1,001 - $15,000",50.8,0,,,
147,Julie Johnson,House,ACN,BUY,2026-06-12,2026-06-12,12,"$1,001 - $15,000",50.8,30,-0.1963,0.0204,-0.2167
295,David J. Taylor,House,GOOGL,BUY,2026-06-12,2026-06-12,14,"$1,001 - $15,000",50.8,30,-0.007,0.0204,-0.0274
166,Mike Kelly,House,CMCSA,BUY,2026-06-11,2026-06-11,5,"$1,001 - $15,000",50.8,30,-0.0033,0.0259,-0.0292
265,Chip Roy,House,AESI,BUY,2026-06-10,2026-06-10,11,"$1,001 - $15,000",50.8,30,-0.155,0.0434,-0.1984
203,John McGuire,House,META,BUY,2026-06-10,2026-06-10,22,"$1,001 - $15,000",50.8,30,0.1731,0.0434,0.1297
24,Sheri Biggs,House,V,BUY,2026-06-09,2026-06-09,13,"$1,001 - $15,000",50.8,30,0.0712,0.0225,0.0487
36,Gilbert Cisneros,House,CSW,BUY,2026-06-08,2026-06-08,22,"$1,001 - $15,000",50.8,30,0.0153,0.011,0.0044
268,Maria Elvira Salazar,House,BEP,BUY,2026-06-08,2026-06-08,5,"$1,001 - $15,000",50.8,30,-0.0865,0.011,-0.0974
179,Robert E. Latta,House,FMAO,BUY,2026-06-05,2026-06-05,6,"$1,001 - $15,000",50.8,30,0.0918,0.0124,0.0794
56,April McClain Delaney,House,BWXT,BUY,2026-06-05,2026-06-05,22,"$1,001 - $15,000",50.8,30,0.0275,0.0124,0.0151
6,Richard W. Allen,House,V,BUY,2026-06-05,2026-06-05,20,"$1,001 - $15,000",50.8,30,0.1192,0.0124,0.1068
222,Tim Moore,House,T,BUY,2026-06-05,2026-06-05,12,"$1,001 - $15,000",50.8,30,-0.0954,0.0124,-0.1078
181,Susie Lee,House,FLL,BUY,2026-06-04,2026-06-04,12,"$1,001 - $15,000",50.8,30,0.0856,-0.0137,0.0993
75,Lloyd Doggett,House,PG,BUY,2026-06-04,2026-06-04,11,"$1,001 - $15,000",50.8,30,0.0755,-0.0137,0.0892
116,Josh Gottheimer,House,LITE,BUY,2026-06-03,2026-06-03,22,"$1,001 - $15,000",50.8,30,-0.2235,-0.01,-0.2135
95,Cleo Fields,House,AAPL,BUY,2026-06-03,2026-06-03,8,"$1,001 - $15,000",50.8,30,-0.0053,-0.01,0.0047
305,Tim Walberg,House,LMT,BUY,2026-06-03,2026-06-03,11,"$1,001 - $15,000",50.8,30,0.0662,-0.01,0.0762
106,Virginia Foxx,House,ARLP,BUY,2026-06-02,2026-06-02,17,"$1,001 - $15,000",50.8,30,-0.0663,-0.0169,-0.0493
131,Kevin Hern,House,DVN,BUY,2026-06-02,2026-06-02,11,"$1,001 - $15,000",50.8,30,-0.1182,-0.0169,-0.1012
307,Daniel Webster,House,REXR,BUY,2026-06-01,2026-06-01,43,"$1,001 - $15,000",50.8,30,-0.0154,-0.0143,-0.0011
205,Christian D. Menefee,House,PINS,BUY,2026-06-01,2026-06-01,23,"$1,001 - $15,000",50.8,30,0.0253,-0.0143,0.0396
30,Ed Case,House,R,BUY,2026-05-31,2026-05-31,24,"$1,001 - $15,000",50.8,30,0.0479,-0.0143,0.0623
294,David J. Taylor,House,MEDP,BUY,2026-05-28,2026-05-28,9,"$1,001 - $15,000",50.8,30,0.1762,-0.0314,0.2076
140,Jonathan Jackson,House,ORLY,BUY,2026-05-27,2026-05-27,11,"$1,001 - $15,000",50.8,30,0.006,-0.0261,0.0321
153,Thomas H. Kean,House,TXN,BUY,2026-05-22,2026-05-22,16,"$1,001 - $15,000",50.8,30,0.0441,0.0041,0.0401
10,Jake Auchincloss,House,STT,BUY,2026-05-22,2026-05-22,1,"$1,001 - $15,000",50.8,30,0.0933,0.0041,0.0892
209,Daniel Meuser,House,NVDA,BUY,2026-05-21,2026-05-21,20,"$1,001 - $15,000",50.8,30,-0.0391,0.008,-0.0471
46,Steve Cohen,House,L,BUY,2026-05-20,2026-05-20,32,"$1,001 - $15,000",50.8,30,-0.0132,0.01,-0.0232
143,Sara Jacobs,House,QCOM,BUY,2026-05-20,2026-05-20,13,"$1,001 - $15,000",50.8,30,0.1207,0.01,0.1107
115,Josh Gottheimer,House,INTA,BUY,2026-05-19,2026-05-19,20,"$1,001 - $15,000",50.8,30,0.0751,0.0204,0.0548
221,Tim Moore,House,T,BUY,2026-05-19,2026-05-19,16,"$1,001 - $15,000",50.8,30,-0.1189,0.0204,-0.1392
11,Brian Babin,House,ET,BUY,2026-05-18,2026-05-18,4,"$1,001 - $15,000",50.8,30,-0.0713,0.0031,-0.0744
135,Valerie Hoyle,House,LPLA,BUY,2026-05-15,2026-05-15,4,"$1,001 - $15,000",50.8,30,-0.0125,0.0035,-0.016
45,Steve Cohen,House,SFGYY,BUY,2026-05-15,2026-05-15,11,"$1,001 - $15,000",50.8,30,-0.0415,0.0035,-0.045
87,Dwight Evans,House,AMT,BUY,2026-05-15,2026-05-15,3,"$1,001 - $15,000",50.8,30,0.1075,0.0035,0.104
110,Laura Friedman,House,HOLX,BUY,2026-05-14,2026-05-14,14,"$1,001 - $15,000",50.8,0,,,
82,Byron Donalds,House,CMG,BUY,2026-05-13,2026-05-13,14,"$1,001 - $15,000",50.8,30,0.0037,-0.0008,0.0045
202,John McGuire,House,MSFT,BUY,2026-05-13,2026-05-13,3,"$1,001 - $15,000",50.8,30,-0.0336,-0.0008,-0.0329
199,Richard Dean Dr McCormick,House,AMT,BUY,2026-05-12,2026-05-12,21,"$1,001 - $15,000",50.8,30,0.0587,-0.0006,0.0592
264,Chip Roy,House,AESI,BUY,2026-05-11,2026-05-11,27,"$1,001 - $15,000",50.8,30,-0.0961,-0.0188,-0.0773
14,Cliff Bentz,House,INTC,BUY,2026-05-09,2026-05-09,9,"$1,001 - $15,000",50.8,30,-0.1731,-0.0188,-0.1543
263,Chip Roy,House,AESI,BUY,2026-05-09,2026-05-09,20,"$1,001 - $15,000",50.8,30,-0.0961,-0.0188,-0.0773
35,Gilbert Cisneros,House,SNEJF,BUY,2026-05-08,2026-05-08,23,"$1,001 - $15,000",50.8,30,0.1235,-0.0001,0.1236
267,Maria Elvira Salazar,House,MRVL,BUY,2026-05-08,2026-05-08,10,"$1,001 - $15,000",50.8,30,0.5486,-0.0001,0.5487
27,Earl Leroy Carter,House,L,BUY,2026-05-08,2026-05-08,10,"$1,001 - $15,000",50.8,30,0.03,-0.0001,0.0301
280,Greg Stanton,House,TCNNF,BUY,2026-05-07,2026-05-07,7,"$1,001 - $15,000",50.8,0,,,
293,David J. Taylor,House,HD,BUY,2026-05-07,2026-05-07,11,"$1,001 - $15,000",50.8,30,-0.0295,0.0082,-0.0377
74,Lloyd Doggett,House,KO,BUY,2026-05-06,2026-05-06,14,"$1,001 - $15,000",50.8,30,0.0032,0.0051,-0.0019
55,April McClain Delaney,House,ENTG,BUY,2026-05-06,2026-05-06,12,"$1,001 - $15,000",50.8,30,-0.1954,0.0051,-0.2004
5,Richard W. Allen,House,L,BUY,2026-05-04,2026-05-04,32,"$1,001 - $15,000",50.8,30,-0.006,0.0505,-0.0564
102,Elizabeth Fletcher,House,NVDA,BUY,2026-05-01,2026-05-01,2,"$1,001 - $15,000",50.8,30,0.0639,0.0497,0.0142
238,Jared Moskowitz,House,GE,BUY,2026-04-30,2026-04-30,6,"$1,001 - $15,000",50.8,30,0.1167,0.0526,0.0641
279,Lloyd K. Smucker,House,PRU,BUY,2026-04-30,2026-04-30,15,"$1,001 - $15,000",50.8,30,0.0398,0.0526,-0.0129
67,Debbie Dingell,House,PTA,BUY,2026-04-28,2026-04-28,14,"$1,001 - $15,000",50.8,30,0.0256,0.0603,-0.0347
220,Tim Moore,House,NVDA,BUY,2026-04-28,2026-04-28,4,"$1,001 - $15,000",50.8,30,0.0051,0.0603,-0.0552
44,Steve Cohen,House,FACS,BUY,2026-04-28,2026-04-28,6,"$1,001 - $15,000",50.8,0,,,
178,Robert E. Latta,House,FMAO,BUY,2026-04-24,2026-04-24,24,"$1,001 - $15,000",50.8,90,0.1492,0.0366,0.1126
178,Robert E. Latta,House,FMAO,BUY,2026-04-24,2026-04-24,24,"$1,001 - $15,000",50.8,30,0.0338,0.0444,-0.0106
208,Daniel Meuser,House,NVDA,BUY,2026-04-21,2026-04-21,16,"$1,001 - $15,000",50.8,90,0.0182,0.0567,-0.0385
266,Maria Elvira Salazar,House,VG,BUY,2026-04-21,2026-04-21,14,"$1,001 - $15,000",50.8,30,0.1216,0.0549,0.0667
266,Maria Elvira Salazar,House,VG,BUY,2026-04-21,2026-04-21,14,"$1,001 - $15,000",50.8,90,0.1836,0.0567,0.1269
274,Terri A. Sewell,House,TPR,BUY,2026-04-21,2026-04-21,5,"$1,001 - $15,000",50.8,30,-0.0757,0.0549,-0.1306
274,Terri A. Sewell,House,TPR,BUY,2026-04-21,2026-04-21,5,"$1,001 - $15,000",50.8,90,-0.0596,0.0567,-0.1163
208,Daniel Meuser,House,NVDA,BUY,2026-04-21,2026-04-21,16,"$1,001 - $15,000",50.8,30,0.0982,0.0549,0.0433
86,Dwight Evans,House,MU,BUY,2026-04-20,2026-04-20,29,"$1,001 - $15,000",50.8,90,0.8935,0.0515,0.842
86,Dwight Evans,House,MU,BUY,2026-04-20,2026-04-20,29,"$1,001 - $15,000",50.8,30,0.6324,0.0459,0.5865
94,Cleo Fields,House,TSM,BUY,2026-04-20,2026-04-20,5,"$1,001 - $15,000",50.8,30,0.0966,0.0459,0.0507
94,Cleo Fields,House,TSM,BUY,2026-04-20,2026-04-20,5,"$1,001 - $15,000",50.8,90,0.0903,0.0515,0.0388
109,Laura Friedman,House,EXAS,BUY,2026-04-17,2026-04-17,13,"$1,001 - $15,000",50.8,0,,,
23,Sheri Biggs,House,W,BUY,2026-04-16,2026-04-16,3,"$1,001 - $15,000",50.8,30,-0.2469,0.0535,-0.3004
197,Jennifer McClellan,House,VZ,BUY,2026-04-16,2026-04-16,10,"$1,001 - $15,000",50.8,30,-0.0088,0.0535,-0.0622
23,Sheri Biggs,House,W,BUY,2026-04-16,2026-04-16,3,"$1,001 - $15,000",50.8,90,0.1857,0.0785,0.1072
197,Jennifer McClellan,House,VZ,BUY,2026-04-16,2026-04-16,10,"$1,001 - $15,000",50.8,90,-0.0688,0.0785,-0.1474
254,August Lee Pfluger,House,DMLP,BUY,2026-04-15,2026-04-15,17,"$1,001 - $15,000",50.8,30,0.0158,0.056,-0.0402
254,August Lee Pfluger,House,DMLP,BUY,2026-04-15,2026-04-15,17,"$1,001 - $15,000",50.8,90,-0.004,0.0769,-0.0809
175,Rick Larsen,House,WAB,BUY,2026-04-15,2026-04-15,47,"$1,001 - $15,000",50.8,90,0.0193,0.0769,-0.0576
175,Rick Larsen,House,WAB,BUY,2026-04-15,2026-04-15,47,"$1,001 - $15,000",50.8,30,0.0253,0.056,-0.0307
282,Greg Steube,House,IONQ,BUY,2026-04-14,2026-04-14,7,"$1,001 - $15,000",50.8,30,0.6071,0.0773,0.5298
282,Greg Steube,House,IONQ,BUY,2026-04-14,2026-04-14,7,"$1,001 - $15,000",50.8,90,0.0872,0.0816,0.0057
152,Thomas H. Kean,House,LIN,BUY,2026-04-13,2026-04-13,16,"$1,001 - $15,000",50.8,90,0.0444,0.1032,-0.0588
152,Thomas H. Kean,House,LIN,BUY,2026-04-13,2026-04-13,16,"$1,001 - $15,000",50.8,30,0.0086,0.0819,-0.0733
139,Jonathan Jackson,House,ORLY,BUY,2026-04-08,2026-04-08,16,"$1,001 - $15,000",50.8,90,-0.0689,0.1089,-0.1778
114,Josh Gottheimer,House,COLB,BUY,2026-04-08,2026-04-08,4,"$1,001 - $15,000",50.8,90,0.1262,0.1089,0.0173
114,Josh Gottheimer,House,COLB,BUY,2026-04-08,2026-04-08,4,"$1,001 - $15,000",50.8,30,0.0402,0.0911,-0.051
81,Byron Donalds,House,NFLX,BUY,2026-04-08,2026-04-08,10,"$1,001 - $15,000",50.8,30,-0.1197,0.0911,-0.2109
81,Byron Donalds,House,NFLX,BUY,2026-04-08,2026-04-08,10,"$1,001 - $15,000",50.8,90,-0.2335,0.1089,-0.3424
139,Jonathan Jackson,House,ORLY,BUY,2026-04-08,2026-04-08,16,"$1,001 - $15,000",50.8,30,-0.0011,0.0911,-0.0922
198,Richard Dean Dr McCormick,House,ABT,BUY,2026-04-07,2026-04-07,16,"$1,001 - $15,000",50.8,90,-0.055,0.1426,-0.1976
34,Gilbert Cisneros,House,AVGO,BUY,2026-04-07,2026-04-07,18,"$1,001 - $15,000",50.8,30,0.2353,0.1098,0.1256
198,Richard Dean Dr McCormick,House,ABT,BUY,2026-04-07,2026-04-07,16,"$1,001 - $15,000",50.8,30,-0.1402,0.1098,-0.2499
34,Gilbert Cisneros,House,AVGO,BUY,2026-04-07,2026-04-07,18,"$1,001 - $15,000",50.8,90,0.1213,0.1426,-0.0213
93,Cleo Fields,House,GOOG,BUY,2026-04-07,2026-04-07,32,"$1,001 - $15,000",50.8,30,0.3006,0.1098,0.1909
93,Cleo Fields,House,GOOG,BUY,2026-04-07,2026-04-07,32,"$1,001 - $15,000",50.8,90,0.2013,0.1426,0.0587
73,Lloyd Doggett,House,PPG,BUY,2026-04-06,2026-04-06,15,"$1,001 - $15,000",50.8,30,0.0738,0.1137,-0.0398
54,April McClain Delaney,House,ROL,BUY,2026-04-06,2026-04-06,14,"$1,001 - $15,000",50.8,90,-0.1959,0.1332,-0.3291
73,Lloyd Doggett,House,PPG,BUY,2026-04-06,2026-04-06,15,"$1,001 - $15,000",50.8,90,0.2146,0.1332,0.0814
54,April McClain Delaney,House,ROL,BUY,2026-04-06,2026-04-06,14,"$1,001 - $15,000",50.8,30,0.0011,0.1137,-0.1126
29,Ed Case,House,R,BUY,2026-04-06,2026-04-06,7,"$1,001 - $15,000",50.8,90,0.2681,0.1332,0.1349
29,Ed Case,House,R,BUY,2026-04-06,2026-04-06,7,"$1,001 - $15,000",50.8,30,0.1702,0.1137,0.0566
129,Kevin Hern,House,BDX,BUY,2026-04-03,2026-04-03,15,"$1,001 - $15,000",50.8,90,0.0249,0.1332,-0.1083
207,Daniel Meuser,House,NVDA,BUY,2026-04-03,2026-04-03,6,"$1,001 - $15,000",50.8,30,0.17,0.1137,0.0563
207,Daniel Meuser,House,NVDA,BUY,2026-04-03,2026-04-03,6,"$1,001 - $15,000",50.8,90,0.098,0.1332,-0.0352
129,Kevin Hern,House,BDX,BUY,2026-04-03,2026-04-03,15,"$1,001 - $15,000",50.8,30,-0.068,0.1137,-0.1817
292,David J. Taylor,House,IBP,BUY,2026-04-02,2026-04-02,10,"$1,001 - $15,000",50.8,90,-0.1647,0.1401,-0.3048
292,David J. Taylor,House,IBP,BUY,2026-04-02,2026-04-02,10,"$1,001 - $15,000",50.8,30,0.08,0.0988,-0.0188
1,Mark Alford,House,STOCK,BUY,2026-03-31,2026-03-31,16,"$1,001 - $15,000",50.8,0,,,
237,Jared Moskowitz,House,ROP,BUY,2026-03-30,2026-03-30,14,"$1,001 - $15,000",50.8,30,0.014,0.126,-0.112
237,Jared Moskowitz,House,ROP,BUY,2026-03-30,2026-03-30,14,"$1,001 - $15,000",50.8,90,-0.0363,0.1565,-0.1928
43,Steve Cohen,House,L,BUY,2026-03-26,2026-03-26,15,"$1,001 - $15,000",50.8,30,0.0347,0.1067,-0.072
43,Steve Cohen,House,L,BUY,2026-03-26,2026-03-26,15,"$1,001 - $15,000",50.8,90,0.0479,0.1396,-0.0917
50,Warren Davidson,House,GEHC,BUY,2026-03-25,2026-03-25,15,"$1,001 - $15,000",50.8,90,-0.117,0.1197,-0.2368
50,Warren Davidson,House,GEHC,BUY,2026-03-25,2026-03-25,15,"$1,001 - $15,000",50.8,30,-0.0462,0.087,-0.1332
219,Tim Moore,House,HOG,BUY,2026-03-24,2026-03-24,2,"$1,001 - $15,000",50.8,30,0.2563,0.0846,0.1717
219,Tim Moore,House,HOG,BUY,2026-03-24,2026-03-24,2,"$1,001 - $15,000",50.8,90,0.337,0.1426,0.1944
22,Sheri Biggs,House,CS,BUY,2026-03-21,2026-03-21,3,"$1,001 - $15,000",50.8,0,,,
291,David J. Taylor,House,FITB,BUY,2026-03-20,2026-03-20,21,"$1,001 - $15,000",50.8,30,0.1495,0.0949,0.0545
291,David J. Taylor,House,FITB,BUY,2026-03-20,2026-03-20,21,"$1,001 - $15,000",50.8,90,0.2043,0.1543,0.0499
253,August Lee Pfluger,House,WBD,BUY,2026-03-19,2026-03-19,12,"$1,001 - $15,000",50.8,30,-0.0058,0.0792,-0.085
253,August Lee Pfluger,House,WBD,BUY,2026-03-19,2026-03-19,12,"$1,001 - $15,000",50.8,90,-0.0503,0.1261,-0.1764
151,Thomas H. Kean,House,LIN,BUY,2026-03-18,2026-03-18,16,"$1,001 - $15,000",50.8,90,0.0639,0.1375,-0.0736
151,Thomas H. Kean,House,LIN,BUY,2026-03-18,2026-03-18,16,"$1,001 - $15,000",50.8,30,0.0075,0.0766,-0.0691
26,Rob Bresnahan,House,L,BUY,2026-03-18,2026-03-18,13,"$1,001 - $15,000",50.8,30,0.0489,0.0766,-0.0277
26,Rob Bresnahan,House,L,BUY,2026-03-18,2026-03-18,13,"$1,001 - $15,000",50.8,90,0.024,0.1375,-0.1135
283,Thomas Suozzi,House,URI,BUY,2026-03-17,2026-03-17,7,"$1,001 - $15,000",50.8,30,0.0436,0.0489,-0.0053
84,"Neal Patrick MD, Facs Dunn",House,HBANZ,BUY,2026-03-17,2026-03-17,19,"$1,001 - $15,000",50.8,30,0.0052,0.0489,-0.0436
283,Thomas Suozzi,House,URI,BUY,2026-03-17,2026-03-17,7,"$1,001 - $15,000",50.8,90,0.458,0.1284,0.3297
84,"Neal Patrick MD, Facs Dunn",House,HBANZ,BUY,2026-03-17,2026-03-17,19,"$1,001 - $15,000",50.8,90,-0.0269,0.1284,-0.1552
92,Cleo Fields,House,MSFT,BUY,2026-03-17,2026-03-17,5,"$1,001 - $15,000",50.8,90,0.003,0.1284,-0.1253
92,Cleo Fields,House,MSFT,BUY,2026-03-17,2026-03-17,5,"$1,001 - $15,000",50.8,30,0.0522,0.0489,0.0033
113,Josh Gottheimer,House,GEV,BUY,2026-03-16,2026-03-16,16,"$1,001 - $15,000",50.8,30,0.1924,0.0491,0.1433
113,Josh Gottheimer,House,GEV,BUY,2026-03-16,2026-03-16,16,"$1,001 - $15,000",50.8,90,0.1376,0.1117,0.0259
145,Pramila Jayapal,House,NWL,BUY,2026-03-15,2026-03-15,5,"$1,001 - $15,000",50.8,90,0.2868,0.1117,0.175
145,Pramila Jayapal,House,NWL,BUY,2026-03-15,2026-03-15,5,"$1,001 - $15,000",50.8,30,0.0513,0.0491,0.0022
277,Jefferson Shreve,House,RILA,BUY,2026-03-14,2026-03-14,10,"$1,001 - $15,000",50.8,90,0.0936,0.1117,-0.0181
277,Jefferson Shreve,House,RILA,BUY,2026-03-14,2026-03-14,10,"$1,001 - $15,000",50.8,30,0.0387,0.0491,-0.0104
28,Ed Case,House,R,BUY,2026-03-14,2026-03-14,9,"$1,001 - $15,000",50.8,90,0.4768,0.1117,0.365
28,Ed Case,House,R,BUY,2026-03-14,2026-03-14,9,"$1,001 - $15,000",50.8,30,0.1127,0.0491,0.0636
138,Jonathan Jackson,House,SHOP,BUY,2026-03-12,2026-03-12,19,"$1,001 - $15,000",50.8,30,-0.1219,0.0229,-0.1448
271,Austin Scott,House,GE,BUY,2026-03-12,2026-03-12,20,"$1,001 - $15,000",50.8,30,0.0054,0.0229,-0.0175
271,Austin Scott,House,GE,BUY,2026-03-12,2026-03-12,20,"$1,001 - $15,000",50.8,90,0.0392,0.0921,-0.053
184,Julia Letlow,House,MMM,BUY,2026-03-12,2026-03-12,13,"$1,001 - $15,000",50.8,90,0.0574,0.0921,-0.0347
184,Julia Letlow,House,MMM,BUY,2026-03-12,2026-03-12,13,"$1,001 - $15,000",50.8,30,0.0082,0.0229,-0.0147
138,Jonathan Jackson,House,SHOP,BUY,2026-03-12,2026-03-12,19,"$1,001 - $15,000",50.8,90,-0.1424,0.0921,-0.2345
4,Richard W. Allen,House,L,BUY,2026-03-11,2026-03-11,9,"$1,001 - $15,000",50.8,30,0.0063,0.0074,-0.001
4,Richard W. Allen,House,L,BUY,2026-03-11,2026-03-11,9,"$1,001 - $15,000",50.8,90,-0.0163,0.0928,-0.109
53,April McClain Delaney,House,ENTG,BUY,2026-03-10,2026-03-10,22,"$1,001 - $15,000",50.8,90,0.1362,0.0946,0.0416
53,April McClain Delaney,House,ENTG,BUY,2026-03-10,2026-03-10,22,"$1,001 - $15,000",50.8,30,0.1348,0.0068,0.128
231,Kelly Louise Morrison,House,AJG,BUY,2026-03-10,2026-03-10,10,"$1,001 - $15,000",50.8,90,0.0071,0.0946,-0.0875
231,Kelly Louise Morrison,House,AJG,BUY,2026-03-10,2026-03-10,10,"$1,001 - $15,000",50.8,30,0.0315,0.0068,0.0247
33,Gilbert Cisneros,House,SWKS,BUY,2026-03-09,2026-03-09,6,"$1,001 - $15,000",50.8,30,0.0228,-0.0006,0.0234
33,Gilbert Cisneros,House,SWKS,BUY,2026-03-09,2026-03-09,6,"$1,001 - $15,000",50.8,90,0.3424,0.0904,0.2521
273,Pete Sessions,House,VZ,BUY,2026-03-09,2026-03-09,11,"$1,001 - $15,000",50.8,90,-0.0872,0.0904,-0.1775
273,Pete Sessions,House,VZ,BUY,2026-03-09,2026-03-09,11,"$1,001 - $15,000",50.8,30,-0.0478,-0.0006,-0.0472
128,Kevin Hern,House,WAT,BUY,2026-03-06,2026-03-06,10,"$1,001 - $15,000",50.8,90,0.2444,0.1291,0.1153
80,Byron Donalds,House,NOW,BUY,2026-03-06,2026-03-06,51,"$1,001 - $15,000",50.8,90,-0.0401,0.1291,-0.1691
128,Kevin Hern,House,WAT,BUY,2026-03-06,2026-03-06,10,"$1,001 - $15,000",50.8,30,0.0056,-0.022,0.0276
80,Byron Donalds,House,NOW,BUY,2026-03-06,2026-03-06,51,"$1,001 - $15,000",50.8,30,-0.1797,-0.022,-0.1577
290,David J. Taylor,House,ETN,BUY,2026-03-06,2026-03-06,9,"$1,001 - $15,000",50.8,90,0.2109,0.1291,0.0818
290,David J. Taylor,House,ETN,BUY,2026-03-06,2026-03-06,9,"$1,001 - $15,000",50.8,30,0.0416,-0.022,0.0636
42,Steve Cohen,House,L,BUY,2026-03-05,2026-03-05,28,"$1,001 - $15,000",50.8,30,-0.021,-0.0348,0.0138
